COMMUNITY,GENDER,P1_SCORE,P2_SCORE,P3_SCORE,TOTAL,REGNO,APPLICATION_NO
BC,FEMALE,129.75,119,104.75,353.5,DA39DE31AD3A1B4CF45B01AE9DB53174,50370F27134CCB6DCE3F07AA468A11AE
BC,Female,62.5,61.75,43,167.25,0D5823A908908E2C44D0C13178A84D1C,B54EED6CBE1BFA2849F4A709F94CCEDC
BC,FEMALE,152.25,128.25,118,398.5,507B46FEE49DB7300F7BCC00B3D00934,A40C9BA090771637589616106FF62271
BCM,Male,112.5,97,100.5,310,3C740F71B56AE959FD3150C31FB89894,1DBD39FE3B0C71987AFB94120DEAF14B
MBC/DC,Male,132,96,94.75,322.75,CFBCFE7BD1A2630CA48E51601971AF5A,F41103BEC0C1DBE9EF1717A2AF437BD0
BCM,Female,114.75,82,72.25,269,2A9815394A8C9F12DDA14693F2A694D5,9D837AB3CEDFF0A248222931FCF17D44
BC,Female,75.75,86,88.5,250.25,DA13AC88E93EC41986F3E5A99E4F833C,82BE8EB970D8A9703BCE5007D2E428D9
BC,MALE,101.75,83.75,76.25,261.75,98CCBAC0C876D107AD34CA6793E63E81,8D794AD3046B66A9DC04FDEDD3658A35
BC,Female,148,124,117.25,389.25,3AA234D91FC7E7A6461B992EA09232A7,29958F857AFA6A4C8A0AAC698F685DEB
BC,Female,131,92.25,108.25,331.5,1BE708DDC5CADF7FF5BA95C6C8EE5F48,BB7D46872DC22228D37F5129B6E8ED97
BC,Female,113.75,92,95.75,301.5,C27417FC750875F185EC94CEB166307D,372D2A248D8F3EA3EAEDDFB130668B41
BCM,Female,120.5,93.75,106.25,320.5,1652958E8CA76F28A2338449287F6D9C,9A1230AAABAB6EFC1A725CF03D0ABD8F
SC,Female,102,75.5,60,237.5,BB30E6FEA49398AAB696BA9A67AEB2E4,F5A69AE5C46236FA06A1BA637D0FB101
SC,Male,160.25,124.25,112,396.5,BE93715209FAA279A81EFA66E186D7D7,ED18C6D17EEAC26DB07C5A6AF18C2DB7
BC,FEMALE,103.75,109,104,316.75,22BE2AF35D0A00F79BCE20447F18ED4C,5BBE4E3B54E333B83776AEFF63BED713
SC,Female,85,85.75,88.25,259,7273DECF25DA0C83DC0B5FC2035F7905,3170A2349D512224E5C80570EFF46BD7
SC,Female,130.25,126.25,116.25,372.75,8E68A1ECF11F648F059BD0C6D2BA8C7E,4E357BA329679EE73B4C770C4F146EBE
SC,Female,123.75,128.5,109.25,361.5,B0C39899957EAC47D892CC50997EFBAD,6BE1A9D39F443B85B1DA822E976C3E29
MBC/DC,Female,144.75,117.75,87.25,349.75,61465360E6AF16B9F84B19E3CDF098BB,73589E14D00AD5AEF7D272E2F6E03738
OTHERS,MALE,116.75,103.75,84.75,305.25,CCDFFCBD2D58858C1E1F46ABE2173BB8,720C281A8CFEA30452FAB285CE1257AC
SC,Female,153.75,118.5,111.75,384,6FB9A2E2A81BCEA8381F05245F169F9B,86DD3D320A3E80DF5879B36AE25555FC
MBC/DC,Female,139.5,123,113.25,375.75,4335B218C787436C81A30BF4DEEAC7CF,CF4A79FA0A6A548A335D986101B7393F
BC,FEMALE,111.75,96.75,87.5,296,24EA098FC3850439FDBC9C8A1829512C,A8D5462DF3A886A509CDC755CBF65A31
BC,Female,130,92.25,102.25,324.5,EA5C70FBD1CE6F73B3EDE779ED13851F,2C7D1CF4F20A9D756F291A2D823A7DBE
SC,Female,93.25,69,99.5,261.75,03BED9E2A1B80B9CCC36A4AE9DAFD007,15917FF0FA937A3F440428D43D066187
MBC/DC,Male,144.5,109.5,126.5,380.5,8046D79C1B409D35DD240A4C28229F8E,1176F503457F80B38391B7EB004D5218
SCA,MALE,130,88.5,111.25,329.75,51BBA8A22FAA2358255E98E8C87D83AC,3115A044FC28EE09B528815256777976
MBC/DC,Male,155.5,122.75,133,411.25,FE6A2260C750871B884B05DBAAFBBF27,BE4B6725ED2CBF62E4EA9F7340233052
BC,Female,135.5,99,86.25,320.75,A67D37E8D911F44777A33453CE7B36BA,2BBE95C1F944CCFE8EB55029300BFF3E
BC,Male,100.25,80.5,88.25,269,BBE01E5310C594DE5FB303D5624DA41E,741618D1CB6076C4F9BE477D54EA3DC0
SC,Female,110,79.5,76,265.5,9CB7E19854435E01A5320AC0CD1DDB68,2BACE5EAE41689B3B39B3B19D1A3F2D8
MBC/DC,Female,128.25,90.5,90.75,309.5,6CD596F55AFDF6C76BB4F237581E0AD6,7E628AE85951783C605B0B31F7AD9161
SC,Female,84.25,96.25,79,259.5,03A007A4A140DF309B6C2B216544635B,8D4C762068473F56F09F987612B54E63
SC,FEMALE,96.75,105.5,117.75,320,A45596B8A4E0336B91A7B4D333C9EE26,1B3856AFBBFFB8FF50A517B0512C9A87
MBC/DC,MALE,96,85.5,86.25,267.75,DD46BBBC06B3B4C94073D178BF078E37,A1FB365ADEC8D3EE9FF7EC096BC4B386
BC,Male,121.25,86.5,88.25,296,58A464A8E9F23E44ADDC7E9366D631CF,39D047B6841BB8825A3D94C080064043
BC,Female,86,36.25,44.5,166.75,BC7172F5FFE588EF37BD4E8F43B15A5D,42B50D75E30C9E1917FECC75EBCE3F9B
BC,Female,119.75,94,103.75,317.5,89CE1AD05D9F8DC46A6E231B1D26D90F,3471A72DE30E52BF3AC7BB1871B853D3
MBC/DC,Female,144.25,105.25,87.75,337.25,8741B445FABAFA19F4ACA60A0D9301CF,B779065461683B0465304F12538C90EF
BC,Female,91.5,,90.25,181.75,391592EAAB1047F150219E2D6DD907C3,4EBC972CD31B3C39AE85A8B3D784EA4A
BC,Male,130.75,124,127.25,382,1251BB0AA94ADF757D44A457934BB0A5,CC2A01CBFE7A25ED0C240D6310AA1064
OTHERS,Male,119.25,78.25,86.75,284.25,663562F29530474F66EDF69384B31E57,CB56705229DB0477A4583A4B2C5CAAAB
BC,Female,81.75,79,77.25,238,7CFED51988E8785A495158FD9E09E993,964FA33D20F4F5E5146BF2260B932874
BC,Female,121.75,107.25,102.75,331.75,E03EC034116CE6C26B69F9633DC8CDC5,96A53AF2C713113EA3EEAB1376A1914D
BC,Male,127.25,111.5,96.5,335.25,FBFC8699F88ACA3B1677ACAC082BBC5A,17D898909D219F4EDB5B892393524584
BC,Female,105.75,107.25,108.75,321.75,303E1EFC3EA7BF720B89B50AD05F6F11,115A635263A8FB591179BB65B6DB6DE5
SCA,Female,75.5,69.75,62,207.25,8AD450DFD968CF12857C03F30B4B0830,57486841B64047EC6F7A74451138A060
MBC/DC,Male,93.25,65.5,63.25,222,B12C72F77362150B202EAF1E24407CB1,61DF4A515AB04CA925B5188F1CB7905A
BCM,Female,121.25,103.5,109.75,334.5,A0DD83079787B7440D10509A5E06EC01,11FA7C4E7F010B0430D248797BE23256
BC,Male,63.25,74.75,55.25,193.25,3E264254E2A84BCB25D6872C7DE57555,CABF4A3FB1917433699DE116E2AE63FB
BC,Female,116,76.5,117.5,310,86ED9BF293D53D6905BA944B9E6C9FAC,A21DF955A2D0C4F36B4F7F1DFA0A55C6
SC,Male,100.75,64,64.25,229,51021477A3D5E9A4F2F9C60D0DDB8F37,D7E63B32D8CB64AB9F4621D367F57469
BC,Male,98.75,77.25,56,232,159C8E58543A2D3FAF309792D5466BDD,A827868C7DBBC84DF00083073E1049AC
MBC/DC,Female,121.5,84,83.75,289.25,0DA1C6F80376E888DB3439A10FD4E62E,D34CCCD2219E114DBA62AEDB7364D85B
BC,Male,148,122.75,104.75,375.5,AC1A414F940CBF1DA88B424F653EAB88,7453561C32369E5F0D0D4A3951ED1239
MBC/DC,Female,82.25,81,68.25,231.5,A74321329A5A8CF892AC23F1E25568D3,5C58BDE2AE7E44E77AF224877BEDAFEC
MBC/DC,Female,129.5,116.5,113.25,359.25,BD6B0E95B7A81A7AD965D4C7A2DB88F4,F1A4BBB9C842BC8E06D539466DD9F5CC
BC,Female,73.5,57.25,64.5,195.25,4E5F346FBA5BAE0D36AC41D09E77E02A,50AD8E31F1ED8A102EAB824235033FFA
SC,Female,82,76.5,80,238.5,730655DA19937F8690907DF782219C08,77E4E97FD3A89650511A7692BC8BE92A
SCA,Female,97.25,95.75,114.75,307.75,91D88DFA3A26F81D6EF8AD4693A7BD4F,690ACF62444540013D8E4483E7FC4D3A
BC,Female,140.5,117.75,111,369.25,CA2056D3E864DCC44C5858ABBEA2A831,5BA6A50A6CCB6B7AF086C5523E3C4089
BC,Female,105,69.75,76.75,251.5,ECFD7CD470EF23D01F7604F0CE784109,0C356FFF8F50934B5F688BEEBBCF259B
SC,Male,103,88.5,81,272.5,12346B6313FED0DAF9CCF1753485C698,A49FA692E3FABCC5F0E5D94E62617B90
BC,FEMALE,135.25,128.75,122.5,386.5,AFFE85BD3C260A7ED43061487C76CABF,0021032F72238A8B46965C6B543BAEA3
BC,Female,90,86.75,81.5,258.25,66F0F37B7E3A03F326AD0746F02837D9,15257C26567C35F8AE619627B0BD64EC
SC,Female,140.5,127.5,110.75,378.75,9D2E3A00F255B5E468CD5D95796C4C92,AC08D076F804566285FFB79CEF349AED
BC,Male,125.25,106,105.5,336.75,E8DE47F2ADD2CDE68FA3012C247D201E,907E3AB6694B7550042EC8D03391FD2F
MBC/DC,Female,151.5,93.5,115.25,360.25,CB778D10659456A9DD2985F407A5703C,36C8687DB4B62C4005A5E30C3FDBA337
MBC/DC,Female,139.5,123.5,95.75,358.75,0C3DAC721458499E1452981684046A57,AA784FA92D4E5426E1A6793E4831F22B
SCA,Male,106.75,91,97.75,295.5,FC2BF26AEE131B554EFC83E0FE7DD06E,3A3890FEE5F3BE4C1AA1C2B19403D82D
SC,Female,138,99.25,104,341.25,DDB5BCE362A35184002238534192C138,B5E032D1787F845287367D4D76728456
BC,Male,155,122.75,117.5,395.25,5EB5CF73A3046658102D37A2844AC9B6,30F7CEE492F05E9480CB38AF5A21D30F
BC,Female,104.5,95.25,77.25,277,A1D2DB305DB8B19F6C52C3B63E9684C1,8FF04FDB93CD3AC8C03D649E0C806E19
MBC/DC,Male,151.75,128.5,122.5,402.75,5768C65C39E5DA6A9074FE92552C7DEB,D673552226D354B59A2E9C1B7C0F9241
MBC/DC,Female,78.25,53.5,69,200.75,435339D201D4540D10BBB9D9D04E98D1,6B193CBC1DED2E6202F665B4B046ADA3
MBC/DC,Male,108.25,114.25,95,317.5,759900ACB29FA629E5307DCCCC83D0DB,498477296038FDB311F176814B62B36F
MBC/DC,Male,87.75,63,75.25,226,6ADBD98C312485FEF1DC47D049B38FAF,E0D3D9CD4485EB2B6DCDBEB528BF7333
BC,Female,135,127.75,118.5,381.25,91D68ED5D2D88B72DD8BC142C4141640,A5821C8B3FEF433301A9FC0A3DAA70D4
BC,Female,117.25,97.5,76.25,291,C273AF134D2FBB6619764825ED7FAA7D,580B427C55F4AA3508AABB4D049A465E
BC,Male,159.75,136.5,125,421.25,49821EA23768EBEC7B67B8478F7C1D2A,44441BC29402F7A405EA32E7DAB05190
SC,Male,105.5,112.25,119.25,337,C97B4EB18CEC6EFD60A38488ADF8ECBE,B2A471AE280DDAD1B243AC735A90BF50
MBC/DC,Female,123.75,109.25,113.5,346.5,93A007A03135483E957740E36C40A243,321B0FF5BEDD8630D53035A2CE03446A
SCA,Female,75.5,96,87.25,258.75,F25CF16A607813C684535E09DBC42179,CBEAC5E92F4624DDA349C9A7C5017265
MBC/DC,Female,86,56.75,43.75,186.5,3C6D09407FDACB5EABC346F92D551560,6432B6963C4E4891472313260707AB73
SC,Male,116.25,102.25,84.75,303.25,CB863E57AD83648EE65996A51D9F4EC1,ABC506BFD10345BC01189313645E2DBD
BCM,Male,147.5,158.75,130.5,436.75,90A1950F4E154D8635AFC5D4A8D4A2A2,D2E7515B133B3D594421623BD6ECE254
MBC/DC,Female,121.75,88.5,92,302.25,74CC868ED21BDA7E9F3FBAD2C4FBBFDF,EC02406584F913B50EDCA9342D0C2244
BC,Female,109.25,97.25,123.5,330,E8C903D2C2D62252A0F18E1159504483,FF213B11CB0C5A64DAFBAC0C6AD2A6CE
MBC/DC,Male,125.25,96.75,96.25,318.25,E8472674F56A74A822B2C0EDB321FBD3,965CE6ECE6A1E20754BBF00E216A8131
SC,Female,76.5,63.25,66.25,206,BF5ACD3F662A956CFAAEA4416F84D560,0E148842E01D539590F5643CBA98522F
SC,Female,129.75,99.75,93.75,323.25,643D354A2F11DF34C9E52D19927BD8AE,EE30CAD13FD59811ECBCD6521A994E50
BC,MALE,134.25,95.75,88,318,ACE271980D6BDD90C5EC227D62A62EF9,F76810D228C106129D0BFE64E029BC41
BC,Male,102.5,82.25,80.25,265,93BE0BC71FCFF0FFE233641CAE202A58,72C7BD77832F64024B3C65D3AD9905D6
BC,Female,135.75,104.5,87.5,327.75,EFBB2A1CB022AD4FAE7D7FABD4D281B1,F00E48968AFF6F3852EF3E7F6BF61B4F
SC,Female,88,97.5,103.75,289.25,6870E993C6E36E0B8947862E6955AA98,09F6F49643D0FF8BE86BA2DCB71863C4
SCA,FEMALE,89,72.75,67.5,229.25,A2B453ABBF187F0A429B1474463E5746,D58EF2A5B1441F61529B037DC2BCA38D
MBC/DC,Female,92.25,39.75,46.5,178.5,6D1AB06CB74F07E2252E5496DCC1E200,BA65109403376A62B5840FA57E5C8860
SC,Male,135.25,113.5,105.25,354,838C6437BE6024BC7AB06CB631B44609,DA66CD8A66D2E121BB79AF9379AF839D
BC,Male,96.5,,,96.5,90FEA0070DF1CF5CE74AB91D77321C4D,9381E0EDF52F54D1F440F75175D7B72F
BCM,Male,131.75,91.5,95.75,319,3BDA10F18725B836676A5EABE95F6EE9,F792C01855A665B53A7E9F83F6B19483
BC,Male,113.75,100.25,98,312,C3676E2C906799A07ABCB5808E71673E,1975D7F6B21AFE47C342390B13668D83
BC,Male,100.25,47,47.75,195,D3B9C5907256FE90D8CAA55E506B0AA1,7195267135F4320824D077305F03967C
SC,Male,110,91.25,87.5,288.75,319E3C7CED8C70FA3237D81F9BAF485A,63ACD30CCDC9DD60383271A560792EC6
BC,Male,124.75,88,79.5,292.25,2954F36EAD75F901F4085B7C4FED8B57,9E6C7D63309F31BBECBCBF25FDAABA1F
BC,Male,131,94.25,108.5,333.75,B0BBDDC5D09B43B8CDE45DF3EB5ED6F2,2F5DF291BC82DF56C2A96C8B70EB2153
BC,MALE,46.5,19.5,26.75,92.75,16CD60EC7479963A09762D530C08E475,DBB074CEE9EFBF43FEACD121E537554E
BC,MALE,112.5,111.75,90.5,314.75,9B5C6DD48D690F30D64894D1496ABE12,1F3C745B661B05D348DC34673E919C75
BC,Male,142.5,99.25,95.5,337.25,D541A52485E1F55AD4C591EC65153AAF,2381892E9D8A7DE24C0C54397226EAF9
MBC/DC,Male,117.5,102.5,95.25,315.25,5423D8904A7EAF4799C5C03D5B72437E,AA2CD681E494EB5D214CDBDB47F3DFEB
BC,Male,148.75,114.5,101.75,365,9270E9A7543418C91FA47849A06E1648,6B16EECAE52EA9F76B067BE1F985269D
MBC/DC,Male,94,46.75,,140.75,61459C1043E1BA5B195BE3869B97BE03,7E75F0598C7CEAB646467B94475F29E6
MBC/DC,Male,56.5,57.75,63.75,178,952BD65D312204D06AB374FAB590A415,3ED203363494337945B1FC830516469F
BC,Male,123.75,93.25,95,312,F2286B399A815A7D4A3EDB8106103058,AF4DCA575116EF738609179A9B493565
MBC/DC,Male,138.25,111,97.5,346.75,57A9A76793A145E4346C83968CDF2526,89712928E009B5494D7F96C5D2949877
MBC/DC,Male,131,92.25,97.75,321,959FB69C480C83EB5AC8A7F5DFC2F81F,4596A8976070C8C34BFBF4C8894DD69B
MBC/DC,Male,102.25,98,100,300.25,B4EC0E6D74A388FAC4340ADB95A4B237,4394F8D2B25CA16FD5F4D90273955533
BC,Male,140,107,98,345,16F990EBF2A2993D434331D167C4814B,9743A455B144CA8128C33E29EFD4825D
BC,Male,117,97.5,92.25,306.75,FCD779B16C638C37F91005ABD6EB4763,7F15A93CE317964247DE64D3741A6DA4
BC,Male,134.75,106.25,97,338,F4363E640E0B430007EBA999AF005D88,3D15B0F354C4C7CF7B4596A033C8596C
MBC/DC,Male,133.5,105.75,109.5,348.75,ECFB630506CC7C932A12983D9A747E9A,0AD39A18036E3028B1A93B23EBB7ED95
BC,Male,135.75,109.75,104,349.5,B46F288E4D6BA18A761C3FE170CAACC0,173332D4F5FB3F374AA6089BBD004D30
MBC/DC,Male,135.25,106.5,121.75,363.5,1569F7260BC4CF22AA9535CBD57A704B,AA0D4CF4CC2FF10CA7B456868E95C691
BC,Male,103.75,88.5,100.5,292.75,A702DAAF432C699D3CC6F4668304359D,CEA9B46752BE1B7F0F23F239C6CF80C9
MBC/DC,Male,121.25,117,107,345.25,4EE3776D7CC85038E4235ADB99776E75,F5F93E8D9A9C65E0B5ED177BFA7F1AA1
MBC/DC,Male,120.5,98.25,115.25,334,8799CE7C634BE0856E3FF63ADD14B708,038430C3329B3C9834FBA05426B4C112
MBC/DC,Male,159,135.25,132.25,426.5,201A105A078351FAE13032EE7E584FB2,89D7D6B1737F305BC339C2B55791253B
BC,Male,85.5,81,87,253.5,663E4B0A3202804C5451AB6A47A18F8E,213F4931B0B0F87D58DEBF5024E5235D
BC,Male,84.5,86,75,245.5,7667CB68985EB3A6C23288C058409D92,DF02680FA08FF2326B9084B6B47243F5
BC,Male,121,133.75,64,318.75,64B83BB66143AD13B23C0B3C2B69BA15,7350EDA7D2BB225E0D5B0CB6BD49CC74
MBC/DC,Male,124.25,101.75,99.5,325.5,E78F63EEF99F5D7694A2AD64117C328F,167BFD0DA3461B6ACD07C18D904CABB2
BC,Male,57.5,,,57.5,F817D3A70FCEF836F6A93B1395A3A28B,FEEEC220D3BB8B43E8FEC24BC425A99F
BC,Male,110.75,79.25,83.25,273.25,68D7DEFDB65611E97B1612193AF30491,BABE97F430D1DD2073E7EC6538902D29
BC,Male,102.25,91,97.5,290.75,25089956D7813FE869C5E3E7E7CDC0EE,5E4ED6D6087DE52BCC0404938D899FE6
BC,Male,100.25,64.5,65.5,230.25,D51A7A6954925142626E8CFC60ADC41B,F11BBC0F81F886172C533030B2B2FD08
MBC/DC,Male,110.75,105.25,95.5,311.5,7C428EDF78E4239DE87736721DAB0EE8,5E7946D5EED10D56ED67EAA75F192D9E
BC,Male,100.25,74.5,63.25,238,7B93B960B59531E9DF469EF1342513E1,FDC39D0B11680B9DDE428A9911946CB1
BC,Male,129.25,116.75,105.25,351.25,E3FF5B03DBC58AF4587596025466D170,09C5A5753E9C0B0DD715E080C49711DA
MBC/DC,Male,115.25,94.75,95.5,305.5,FB519A992EC0813279E34C1821BF7333,4CABF9C4E88B3032D31BEF70669E759E
MBC/DC,Male,107,106,100.75,313.75,7CAEC6B57776CD450DF5E62E58565071,2DDBC272AA2664BD0B459A60DF00CF7E
MBC/DC,Male,118,95.25,84.5,297.75,1B037E96F2610BCD02B4F79E7AB1D64A,CB7D3DB00A8D60F36DF74F0077495900
BC,Male,79.75,54.25,63,197,5FCFE92F30B7326EEDE161A2382F59ED,6F2457F1E25166764068651D8AC707F4
MBC/DC,Female,150.25,108.5,96.5,355.25,F75104B29D93469FF9F5FCB5FD2E85B4,FA2EDA1E9DBEDF3F04E65CA6CF90A9B1
OTHERS,MALE,86.75,75.75,50.5,213,F55CA8B9BA23FA0C1A59330064F17B34,B9B484E53A294EFE9B66D3A2FB8AF35C
BC,MALE,121.5,99.75,90,311.25,27AC75849ADCD9015DF212BDD1C92622,661FADBBDA05526C876B448C15F8CFB7
BC,Male,131,119.25,107.75,358,CEA30D8D684F259AFE60A66AA1E497B1,9D4C7B6348BC0688F853BC509B06D21F
BC,Male,128.75,113.25,110,352,3818CBDF98F6A5420395C275586C30E7,7B747242B78BDB33CA0CC91E76D6286C
BC,Female,167.25,127.5,129,423.75,FF98108C4F4B7F59E0AAD0133EC3DDDD,8C3AC7E935B1E45C91B2CFAEBC105CD5
BC,Female,156.25,126.25,130.5,413,6C584D34872C42B2F144F524EA241792,3D9AED69C606E7EF64EE5C6564CAC5CD
BC,Female,81.5,70.5,76.5,228.5,5A5B3F4B1C8287E85B669A934011810A,C47905FD6FA82012E44A7236A9F74C3E
BC,Female,145,119,135.25,399.25,CB25727CC84C382A797D2F16B01E54CB,323F2A0A360C965A0417B187AC15295B
OTHERS,FEMALE,111.25,81,80.75,273,6FBD777C70D752144119F7AAEC536D97,C9E12CD714A0C7B2E1B0485759E5FC8A
BC,Female,150.5,133.75,108.5,392.75,2290A7914AA27ED29638B3C624D6C4AC,613B9899B94A7DA441148FAA66808538
SC,Male,120,90.5,84,294.5,526D9ABFEE018E522883C94CAA08F190,1DC191E0DB55563553E21701C94E5641
BC,Female,119.75,127.25,113,360,22611109838CC006C527B896FD6B8BDE,0AB614CFF749F0F21BA26A2098962EA8
BC,Male,100,89.75,80.75,270.5,0E8FEFA1371E51F5EAEFCBF62F509CD3,34C4935C78EEC8DC8C85886C82487D20
BC,Female,140.75,150,126,416.75,8022D6D6C52AF461B0AF77445A989953,F277AAE602740252E2B2BC991640765A
OTHERS,FEMALE,120.25,130,132.75,383,4196F4C672C8518A1653391730AB2FD0,D686AFB2D1B4D8F7AC529AF5BD351696
BC,Female,112.25,89.25,106.25,307.75,C52A7997382CB40147BA1D18D073BD49,FB85688FDFCD6F8F8C6997741DE2F2F9
BC,Male,75,91.25,83,249.25,21DA1D7A3D3952BB2736393B314E7C50,F942F1593EE684637019CFF543C7C8D9
BC,Female,105.5,74.5,64.75,244.75,EE4FD29912FBFEEFA372068EFA0BB1FB,B57D1C29282A89A5924D9B822E96F4E2
BC,Male,97.25,96,85.25,278.5,41310023BB28CB168AC6780F3FA4B0C8,FF4539EB541D4F97026278F68D1C6CF3
OTHERS,MALE,133.5,107.25,106.75,347.5,EE3FB3DE253C044E3B737900B20533AA,63C45CB848772A25E93B245648B6EBBA
BC,Male,123,111.25,98.75,333,40876562D9AE03730F225B1F960B985D,7FE93A3EA8A054385CF4408CF0A893A0
BC,Female,124,121.5,95.5,341,980953D12949408E2EC45CF07CEAB0B1,6BB96744AFCDECF708414C40DF9B9AD6
MBC/DC,MALE,118,105,105.25,328.25,02D30F1536A0AF0B74CDBCAA714A5270,5B1F3F771E0C0176B18255FA70AFD633
BCM,FEMALE,122.5,99.75,82.75,305,C2F315401A80C1F570E9BD7DEEE4D08F,70FE272180D595D0DA837A8B85990B8C
BC,Female,92.25,57.25,59,208.5,24A24B0A6F40409F3BB5DF4E545C0E51,482E436886DD495C09E22C4D692A66C4
BC,Female,141.5,101.5,89,332,0C737FE94BF274B7BBA1E4AA1484D857,473A994E85E945ECDA94EAA6C1662568
BC,Male,137.5,108.75,105.75,352,5401890B208DE1754927F574584A6B94,8485970BB3FE71C68E6DFE702365E856
SC,Male,130.75,129,109.25,369,CEB8A7E91DD01A1BBDBFACD314B1DA63,87F225B8A73E4C4E098FBC5A602797E4
MBC/DC,Male,109.5,78,88.25,275.75,A893BE410719F7AD5A33CF5054FBC535,BDD11241A5F0CA94C648C5F0B82BCCEF
MBC/DC,Female,120.25,113,82.25,315.5,F5512F5FA08703EDD83A6E480A92B684,394298E226203BF216FFEA835210823C
MBC/DC,Female,129.25,89.5,93,311.75,9B20465E9D42B9FA091FD103048879DD,EDA2AB43C612352ED0A0226A7E8AB5D4
SC,FEMALE,124.25,111.5,124.5,360.25,434D0A4721F45EDB6F3F9E9B08CDD01D,6F289BC8998999EAA36FCB160678CC86
MBC/DC,Male,150.5,135.5,130,416,98C20951E11BB8E7A6BEE41BB6C7A185,61094BAB7BD99FD72D8536A897AAEFB5
BC,Male,129.5,89.25,95,313.75,E5B354BF87BDDE67845BEC7532984467,F1953039DD00F220C8D8AC5ED9116AC2
SC,Male,109.5,102,84.5,296,12AB2584309783C9F0C74D7A737DF5F3,4F2C79BCD7E6355E658619CDC45E44BD
MBC/DC,Male,144.5,118.75,111.75,375,BDD42548FE6EA8A9A483E6777D499979,115FFB463FD20FE1A95C122864E9CDEF
SC,FEMALE,148.75,138,124.5,411.25,6E894D63A8AA2256D0C4909C80D44823,83C48351B4AD4AC1B32F7E66E53E942B
SC,Male,149.5,135.25,109.25,394,BDE8C4BB3B008B845E769DB544A43C14,C8E2E13B9086C06A7D6C71E1AEEDA22E
BCM,FEMALE,130.75,89.75,87.75,308.25,F7B2095E26BDF0E116EE1F9F0541FCF1,AFB95E89BA26358D1ED4F7315350A15B
MBC/DC,Female,142.75,123.25,118.5,384.5,EDA4AE08E29DCD0AEA20C7909D67962B,A7926C401E40AA6F6C58D61CED4090EA
SCA,Female,78.5,51.75,62.25,192.5,FA392B65273C63AE1D07F8DD2B1EAFD2,BC554F54B19AC378A435284D22AD204C
SC,Female,89.25,104.75,118,312,0B3F12DA871C871659F19029FE675EE9,02C78BA99B1D532A738F3B24716FDBED
MBC/DC,Female,131,97,126.75,354.75,D8D0F0537C936045B3F99DC6B140AF76,8A9EA0E489597681016BF4FDEF768C86
SCA,Female,73.5,65.5,95,234,4F3EBF5F187ED4659616B44B5286D861,B715D4F1A77A9DED370CD97B6ACA6528
MBC/DC,Male,116,113.25,96.5,325.75,314753646384A94C629D4FB03CE941F7,862A79A1B511A845DAFB7822E1D331FA
BC,Male,119.5,120.25,121,360.75,BF32B264BDB79A747C2E748737AFA63E,1DBD0E03B78408C74D01F9C9D9C4FE12
BC,Male,155.5,136,119.25,410.75,0D7E2F5F6D1ADC7102F725F7D7BAD0EF,A5C0DC9A562CE2864F2ECB422B48707D
MBC/DC,Female,151.5,138.75,121,411.25,6CAE8C2B7BFD620A8B4E5D5C74385A01,707C66CEB3806BE23A2D33B206352E65
MBC/DC,Male,97,65.75,51.75,214.5,F05E8176D58BE7247B8A5FA7D56A173B,0646EF816A9FAD048A4A3C21F4FBFCE9
MBC/DC,Female,130.25,102.75,106.25,339.25,A782D7C07B6D7D73F1A168713019FA2B,70522447297B83C263D885FA74E6A064
SC,Male,113,97.5,111,321.5,E1686C3F2BAC3E7DDBA646ED3E53D0AD,583B1FA19B1CE1D049DD623CE7EA4BD9
SC,Female,127.5,108.25,116.5,352.25,A128AB5DECCD0C894786C865B385FFB7,806CD7971647708BD291607BF8C59A19
BC,Male,131,119.25,109,359.25,BCC943D5662D8781D2E8DC340D599E25,E948BCF3C01813CDC456D4D5EEE94BA5
MBC/DC,Female,157,100.25,142.5,399.75,677EC4D6F5AFAE17CE68092D24210F5F,7052F99AD33761ACAFFC75B9FCD4B9E6
SC,Male,109.5,85.75,81.25,276.5,303296EB934C94407BBFD19655284B50,B5190C3901C887661270466FA57164CA
BC,Male,116,116.75,104.75,337.5,B478985A291638F97D92C2979366E202,C62600B8EAC9926FFC10F20167591741
MBC/DC,Female,126.5,78.25,93.25,298,B735F48012F312D48A3DE65888BE988D,6274830FD44024451FB89C88D2C1F695
BC,MALE,145,129.25,121.5,395.75,D3FB4D68FD15A2A45C617FC70E58BB30,76B4557C0E9B0F1F1AFCA8C1EEAC9DA9
BC,FEMALE,85.5,62.5,70.25,218.25,CC7764DE44182D4EE20538FE47F882A3,AC2262C49CB595286D430FFC88545CD4
BCM,Male,117.25,96.75,84.5,298.5,182173EE45BE114DD4D19145770F912B,74C623AA52CE1B7EB68062F74B800FA5
BC,Male,114.75,93.25,73.5,281.5,B67E3AE9187528D7CE81813AF143C94B,266143B0188EBD51D7170C2D097F6976
MBC/DC,Female,101.25,81.25,59,241.5,C4E1591B63233439946574A853B56FEC,64EF8CC8D1C650B084604353801E5701
MBC/DC,Female,140.25,136.5,127.5,404.25,2592647D24B0046F9872FAB7D696D4C4,19106016A268306B1251DE9FE393C315
BC,Male,151.25,138,111.25,400.5,F06DCDC48EA4BDF434F6FFC148A56355,6E577FB83A55F96DFCCF7B94C3935EA3
SC,Female,106.5,107,90.25,303.75,948E6FE2C0B7D7FC90FE39E203AEF4D8,FC79103E4088FB9D79FD8D6EFFE8BA8A
